,Position,Driver,Car,Time / Gap,Laps
15,1,Sebastian Vettel,STR Ferrari,1:40.496,29
2,2,Felipe Massa,Ferrari,+0.158s,27
22,3,Lewis Hamilton,McLaren Mercedes,+0.326s,21
14,4,Sebastien Bourdais,STR Ferrari,+0.603s,31
23,5,Heikki Kovalainen,McLaren Mercedes,+0.667s,23
4,6,Robert Kubica,Sauber BMW,+0.785s,24
1,7,Kimi Räikkönen,Ferrari,+0.821s,27
8,8,Kazuki Nakajima,Williams Toyota,+0.833s,26
5,9,Fernando Alonso,Renault,+0.889s,31
7,10,Nico Rosberg,Williams Toyota,+1.210s,22
17,11,Rubens Barrichello,Honda,+1.334s,27
11,12,Jarno Trulli,Toyota,+1.434s,27
20,13,Adrian Sutil,Force India Ferrari,+1.455s,23
12,14,Timo Glock,Toyota,+1.540s,27
6,15,Nelson Piquet,Renault,+1.611s,32
3,16,Nick Heidfeld,Sauber BMW,+1.957s,23
16,17,Jenson Button,Honda,+1.964s,29
21,18,Giancarlo Fisichella,Force India Ferrari,+2.579s,25
9,19,David Coulthard,Red Bull Renault,+2.816s,23
10,20,Mark Webber,Red Bull Renault,+3.028s,24
