,Position,Driver,Car,Time
2,1,Felipe Massa,Ferrari,1:38.989
22,2,Lewis Hamilton,McLaren Mercedes,1:39.199
4,3,Robert Kubica,Sauber BMW,1:39.392
1,4,Kimi Räikkönen,Ferrari,1:39.488
23,5,Heikki Kovalainen,McLaren Mercedes,1:39.937
15,6,Sebastian Vettel,STR Ferrari,1:40.142
11,7,Jarno Trulli,Toyota,1:40.309
3,8,Nick Heidfeld,Sauber BMW,1:40.631
7,9,Nico Rosberg,Williams Toyota,1:40.721
14,10,Sebastien Bourdais,STR Ferrari,1:40.750
8,11,Kazuki Nakajima,Williams Toyota,1:38.428
5,12,Fernando Alonso,Renault,1:38.435
12,13,Timo Glock,Toyota,1:38.499
10,14,Mark Webber,Red Bull Renault,1:38.515
6,15,Nelson Piquet,Renault,1:38.744
16,16,Jenson Button,Honda,1:38.880
9,17,David Coulthard,Red Bull Renault,1:39.235
21,18,Giancarlo Fisichella,Force India Ferrari,1:39.268
