,Position,Driver,Car,Time / Gap,Laps
1,1,Kimi Räikkönen,Ferrari,1:39.477,30
5,2,Fernando Alonso,Renault,+0.020s,39
16,3,Jenson Button,Honda,+0.069s,35
2,4,Felipe Massa,Ferrari,+0.201s,31
22,5,Lewis Hamilton,McLaren Mercedes,+0.235s,31
23,6,Heikki Kovalainen,McLaren Mercedes,+0.477s,30
12,7,Timo Glock,Toyota,+0.490s,32
4,8,Robert Kubica,Sauber BMW,+0.672s,35
6,9,Nelson Piquet,Renault,+0.962s,32
21,10,Giancarlo Fisichella,Force India Ferrari,+1.023s,23
10,11,Mark Webber,Red Bull Renault,+1.108s,24
7,12,Nico Rosberg,Williams Toyota,+1.130s,34
9,13,David Coulthard,Red Bull Renault,+1.219s,23
8,14,Kazuki Nakajima,Williams Toyota,+1.265s,34
11,15,Jarno Trulli,Toyota,+1.400s,32
15,16,Sebastian Vettel,STR Ferrari,+1.505s,36
20,17,Adrian Sutil,Force India Ferrari,+1.522s,32
3,18,Nick Heidfeld,Sauber BMW,+1.607s,35
14,19,Sebastien Bourdais,STR Ferrari,+1.769s,38
17,20,Rubens Barrichello,Honda,+1.900s,31
