,Position,Driver,Car,Laps,Time,Points
2,1,Felipe Massa,Ferrari,57,1:35:32.339,10
22,2,Lewis Hamilton,McLaren Mercedes,57,+5.611s,8
4,3,Robert Kubica,Sauber BMW,57,+37.353s,6
23,4,Heikki Kovalainen,McLaren Mercedes,57,+39.703s,5
11,5,Jarno Trulli,Toyota,57,+50.684s,4
15,6,Sebastian Vettel,STR Ferrari,57,+52.625s,3
12,7,Timo Glock,Toyota,57,+67.990s,2
7,8,Nico Rosberg,Williams Toyota,57,+71.457s,1
3,9,Nick Heidfeld,Sauber BMW,57,+82.177s,0
14,10,Sebastien Bourdais,STR Ferrari,57,+89.794s,0
6,11,Nelson Piquet,Renault,57,+92.717s,0
10,12,Mark Webber,Red Bull Renault,56,+1 lap,0
16,13,Jenson Button,Honda,56,+1 lap,0
21,14,Giancarlo Fisichella,Force India Ferrari,56,+1 lap,0
8,15,Kazuki Nakajima,Williams Toyota,56,+1 lap,0
17,16,Rubens Barrichello,Honda,56,+1 lap,0
9,17,David Coulthard,Red Bull Renault,56,+1 lap,0
1,NC,Kimi Räikkönen,Ferrari,45,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,41,DNF,0
5,NC,Fernando Alonso,Renault,0,DNF,0
