,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Felipe Massa,Ferrari,36,1:38.708,197.637
22,2,Lewis Hamilton,McLaren Mercedes,16,1:38.884,197.285
23,3,Heikki Kovalainen,McLaren Mercedes,19,1:39.112,196.831
4,4,Robert Kubica,Sauber BMW,38,1:39.330,196.399
1,5,Kimi Räikkönen,Ferrari,34,1:39.424,196.214
15,6,Sebastian Vettel,STR Ferrari,36,1:39.485,196.093
3,7,Nick Heidfeld,Sauber BMW,57,1:39.526,196.013
12,8,Timo Glock,Toyota,54,1:39.535,195.995
6,9,Nelson Piquet,Renault,29,1:39.544,195.977
7,10,Nico Rosberg,Williams Toyota,35,1:39.577,195.912
14,11,Sebastien Bourdais,STR Ferrari,35,1:39.639,195.790
11,12,Jarno Trulli,Toyota,37,1:39.657,195.755
8,13,Kazuki Nakajima,Williams Toyota,56,1:39.803,195.469
10,14,Mark Webber,Red Bull Renault,27,1:40.264,194.570
21,15,Giancarlo Fisichella,Force India Ferrari,54,1:40.353,194.397
17,16,Rubens Barrichello,Honda,56,1:40.593,193.933
20,17,Adrian Sutil,Force India Ferrari,28,1:40.661,193.802
16,18,Jenson Button,Honda,21,1:40.763,193.606
9,19,David Coulthard,Red Bull Renault,13,1:40.978,193.194
