,Position,Driver,Car,Laps,Time,Points
1,1,Jimmy Bryan,Epperly Offenhauser,200,3:44:13.800,8
99,2,George  Amick,Epperly Offenhauser,200,+27.629s,6
9,3,Johnny  Boyd,Kurtis Kraft Offenhauser,200,OK,4
33,4,Tony  Bettenhausen,Epperly Offenhauser,200,OK,4
2,5,Jim Rathmann,Epperly Offenhauser,200,OK,2
16,6,Jimmy Reece,Watson Offenhauser,200,OK,0
26,7,Don  Freeland,Phillips Offenhauser,200,OK,0
44,8,Jud  Larson,Watson Offenhauser,200,OK,0
61,9,Eddie Johnson,Kurtis Kraft Offenhauser,200,OK,0
54,10,Bill  Cheesbourg,Kurtis Kraft Novi,200,OK,0
52,11,Al  Keller,Kurtis Kraft Offenhauser,200,OK,0
45,12,Johnnie  Parsons,Kurtis Kraft Offenhauser,200,OK,0
19,13,Johnnie  Tolan,Kuzma Offenhauser,200,OK,0
65,14,Bob  Christie,Kurtis Kraft Offenhauser,189,DNF,0
59,15,Dempsey  Wilson,Kuzma Offenhauser,151,DNF,0
29,16,Anthony Joseph Foyt,Kuzma Offenhauser,148,DNF,0
77,17,Mike  Magill,Kurtis Kraft Offenhauser,136,DSQ,0
15,18,Paul Russo,Kurtis Kraft Novi,122,DNF,0
83,19,Shorty  Templeman,Kurtis Kraft Offenhauser,116,DNF,0
8,20,Rodger Ward,Lesovsky Offenhauser,93,DNF,0
43,21,Billy  Garrett,Kurtis Kraft Offenhauser,80,DNF,0
88,22,Eddie  Sachs,Kuzma Offenhauser,68,DNF,0
7,23,Johnny Thomson,Kurtis Kraft Offenhauser,52,DNF,0
89,24,Chuck  Weyant,Dunn Offenhauser,38,DNF,0
25,25,Jack  Turner,Lesovsky Offenhauser,21,DNF,0
14,26,Bob  Veith,Kurtis Kraft Offenhauser,1,DNF,0
97,27,Dick Rathmann,Watson Offenhauser,0,DNF,0
5,28,Ed  Elisian,Watson Offenhauser,0,DNF,0
4,29,Pat  O'Connor,Kurtis Kraft Offenhauser,0,DNF,0
31,30,Paul Goldsmith,Kurtis Kraft Offenhauser,0,DNF,0
92,31,Jerry  Unser,Kurtis Kraft Offenhauser,0,DNF,0
68,32,Len  Sutton,Kurtis Kraft Offenhauser,0,DNF,0
57,33,Art  Bisch,Kuzma Offenhauser,0,DNF,0
