,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:33.212,12
10,2,Juan Pablo Montoya,McLaren Mercedes,+0.342s,12
5,3,Fernando Alonso,Renault,+0.581s,13
6,4,Giancarlo Fisichella,Renault,+1.180s,11
14,5,David Coulthard,RBR Cosworth,+1.241s,14
2,6,Rubens Barrichello,Ferrari,+1.323s,12
3,7,Jenson Button,BAR Honda,+1.517s,12
1,8,Michael Schumacher,Ferrari,+1.595s,11
8,9,Antonio Pizzonia,Williams BMW,+1.623s,10
7,10,Mark Webber,Williams BMW,+1.792s,8
16,11,Jarno Trulli,Toyota,+1.895s,13
15,12,Christian Klien,RBR Cosworth,+1.967s,13
4,13,Takuma Sato,BAR Honda,+2.068s,17
19,14,Narain Karthikeyan,Jordan Toyota,+2.098s,3
17,15,Ralf Schumacher,Toyota,+2.159s,15
18,16,Tiago Monteiro,Jordan Toyota,+2.276s,8
12,17,Felipe Massa,Sauber Petronas,+2.481s,13
21,18,Christijan Albers,Minardi Cosworth,+3.185s,15
11,19,Jacques Villeneuve,Sauber Petronas,+3.205s,11
20,20,Robert Doornbos,Minardi Cosworth,+3.346s,14
