,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:33.463,20
2,2,Rubens Barrichello,Ferrari,+1.840s,13
38,3,Ricardo Zonta,Toyota,+1.910s,24
9,4,Kimi Räikkönen,McLaren Mercedes,+2.018s,5
1,5,Michael Schumacher,Ferrari,+2.031s,12
10,6,Juan Pablo Montoya,McLaren Mercedes,+2.058s,9
5,7,Fernando Alonso,Renault,+2.142s,10
7,8,Mark Webber,Williams BMW,+2.482s,13
14,9,David Coulthard,RBR Cosworth,+2.626s,10
3,10,Jenson Button,BAR Honda,+2.633s,11
8,11,Antonio Pizzonia,Williams BMW,+2.745s,12
4,12,Takuma Sato,BAR Honda,+3.366s,11
17,13,Ralf Schumacher,Toyota,+3.403s,13
37,14,Vitantonio Liuzzi,RBR Cosworth,+3.656s,24
12,15,Felipe Massa,Sauber Petronas,+3.660s,11
6,16,Giancarlo Fisichella,Renault,+3.680s,5
15,17,Christian Klien,RBR Cosworth,+4.027s,8
11,18,Jacques Villeneuve,Sauber Petronas,+4.225s,7
16,19,Jarno Trulli,Toyota,+4.301s,9
19,20,Narain Karthikeyan,Jordan Toyota,+4.845s,15
18,21,Tiago Monteiro,Jordan Toyota,+5.625s,11
39,22,Nicolas Kiesa,Jordan Toyota,+6.224s,21
20,23,Robert Doornbos,Minardi Cosworth,+7.261s,14
21,24,Christijan Albers,Minardi Cosworth,+7.324s,13
