,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,56,1:39:53.618,10
9,2,Kimi Räikkönen,McLaren Mercedes,56,+4.015s,8
17,3,Ralf Schumacher,Toyota,56,+25.376s,6
6,4,Giancarlo Fisichella,Renault,56,+26.114s,5
15,5,Christian Klien,RBR Cosworth,56,+31.839s,4
12,6,Felipe Massa,Sauber Petronas,56,+36.400s,3
7,7,Mark Webber,Williams BMW,56,+36.842s,2
3,8,Jenson Button,BAR Honda,56,+41.249s,1
14,9,David Coulthard,RBR Cosworth,56,+44.247s,0
11,10,Jacques Villeneuve,Sauber Petronas,56,+59.977s,0
18,11,Tiago Monteiro,Jordan Toyota,56,+84.648s,0
2,12,Rubens Barrichello,Ferrari,56,+92.812s,0
8,13,Antonio Pizzonia,Williams BMW,55,DNF,0
20,14,Robert Doornbos,Minardi Cosworth,55,+1 lap,0
16,15,Jarno Trulli,Toyota,55,+1 lap,0
21,16,Christijan Albers,Minardi Cosworth,51,+5 laps,0
4,NC,Takuma Sato,BAR Honda,34,DNF,0
19,NC,Narain Karthikeyan,Jordan Toyota,28,DNF,0
10,NC,Juan Pablo Montoya,McLaren Mercedes,24,DNF,0
1,NC,Michael Schumacher,Ferrari,22,DNF,0
