,Position,Driver,Car,Time
12,1,Ayrton Senna,Lotus Honda,1:25.826
5,2,Nigel Mansell,Williams Honda,1:25.946
6,3,Nelson Piquet,Williams Honda,1:25.997
1,4,Alain Prost,McLaren TAG,1:26.135
19,5,Teo Fabi,Benetton Ford,1:27.270
28,6,Gerhard Berger,Ferrari,1:27.280
27,7,Michele Alboreto,Ferrari,1:28.074
7,8,Riccardo Patrese,Brabham BMW,1:28.421
2,9,Stefan Johansson,McLaren TAG,1:28.708
18,10,Eddie  Cheever,Arrows Megatron,1:28.848
17,11,Derek Warwick,Arrows Megatron,1:28.887
20,12,Thierry Boutsen,Benetton Ford,1:28.908
11,13,Satoru Nakajima,Lotus Honda,1:29.579
25,14,Rene Arnoux,Ligier Megatron,1:29.861
8,15,Andrea de Cesaris,Brabham BMW,1:30.382
9,16,Martin Brundle,Zakspeed,1:31.094
24,17,Alessandro Nannini,Minardi Motori Moderni,1:31.789
23,18,Adrian Campos,Minardi Motori Moderni,1:31.818
10,19,Christian Danner,Zakspeed,1:31.903
26,20,Piercarlo Ghinzani,Ligier Megatron,1:32.248
21,21,Alex Caffi,Osella Alfa Romeo,1:32.308
4,22,Philippe Streiff,Tyrrell Ford,1:33.155
30,23,Philippe Alliot,Lola Ford,1:33.846
16,24,Ivan Capelli,March Ford,1:33.872
3,25,Jonathan  Palmer,Tyrrell Ford,1:34.632
14,26,Pascal Fabre,AGS Ford,1:36.159
22,27,Gabriele Tarquini,Osella Alfa Romeo,1:43.446
