,Position,Driver,Car,Laps,Time,Points
1,1,Ayrton Senna,McLaren Honda,53,1:18:15.349,10
20,2,Martin Brundle,Benetton Ford,53,+17.050s,6
19,3,Michael Schumacher,Benetton Ford,53,+24.373s,4
2,4,Gerhard Berger,McLaren Honda,53,+85.490s,3
6,5,Riccardo Patrese,Williams Renault,53,+93.158s,2
4,6,Andrea de Cesaris,Tyrrell Ilmor,52,+1 lap,1
9,7,Michele Alboreto,Footwork Mugen Honda,52,+1 lap,0
22,8,Pierluigi Martini,Dallara Ferrari,52,+1 lap,0
30,9,Ukyo Katayama,Venturi Lamborghini,50,DNF,0
16,10,Karl Wendlinger,March Ilmor,50,+3 laps,0
21,11,Jyrki Jarvilehto,Dallara Ferrari,47,DNF,0
33,NC,Mauricio Gugelmin,Jordan Yamaha,46,DNF,0
5,NC,Nigel Mansell,Williams Renault,41,DNF,0
25,NC,Thierry Boutsen,Ligier Renault,41,DNF,0
26,NC,Erik Comas,Ligier Renault,35,DNF,0
15,NC,Gabriele Tarquini,Fondmetal Ford,30,DNF,0
3,NC,Olivier Grouillard,Tyrrell Ilmor,26,DNF,0
12,NC,Johnny Herbert,Lotus Ford,18,DNF,0
17,NC,Emanuele Naspetti,March Ilmor,17,DNF,0
27,NC,Jean Alesi,Ferrari,12,DNF,0
28,NC,Ivan Capelli,Ferrari,12,DNF,0
24,NC,Gianni Morbidelli,Minardi Lamborghini,12,DNF,0
29,NC,Bertrand Gachot,Venturi Lamborghini,11,DNF,0
11,NC,Mika Hakkinen,Lotus Ford,5,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,2,DNF,0
