,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,70,1:20.047,197.029
2,2,Lewis Hamilton,McLaren Mercedes,13,1:20.171,196.724
1,3,Fernando Alonso,McLaren Mercedes,49,1:20.324,196.349
10,4,Robert Kubica,Sauber BMW,40,1:20.419,196.117
9,5,Nick Heidfeld,Sauber BMW,16,1:20.582,195.721
16,6,Nico Rosberg,Williams Toyota,68,1:20.672,195.502
15,7,Mark Webber,Red Bull Renault,63,1:20.915,194.915
4,8,Heikki Kovalainen,Renault,69,1:20.935,194.867
11,9,Ralf Schumacher,Toyota,69,1:20.961,194.804
22,10,Takuma Sato,Super Aguri Honda,66,1:20.980,194.759
5,11,Felipe Massa,Ferrari,37,1:20.981,194.756
12,12,Jarno Trulli,Toyota,48,1:21.253,194.104
17,13,Alexander Wurz,Williams Toyota,49,1:21.264,194.078
14,14,David Coulthard,Red Bull Renault,67,1:21.553,193.390
3,15,Giancarlo Fisichella,Renault,66,1:21.695,193.054
19,16,Sebastian Vettel,STR Ferrari,65,1:21.915,192.536
8,17,Rubens Barrichello,Honda,34,1:22.004,192.327
23,18,Anthony Davidson,Super Aguri Honda,39,1:22.166,191.948
20,19,Adrian Sutil,Spyker Ferrari,67,1:22.263,191.721
18,20,Vitantonio Liuzzi,STR Ferrari,35,1:22.410,191.379
7,21,Jenson Button,Honda,25,1:22.906,190.234
21,22,Sakon Yamamoto,Spyker Ferrari,4,1:26.741,181.824
