,Position,Driver,Car,Time
2,1,Lewis Hamilton,McLaren Mercedes,1:19.781
9,2,Nick Heidfeld,Sauber BMW,1:20.259
6,3,Kimi Räikkönen,Ferrari,1:20.410
16,4,Nico Rosberg,Williams Toyota,1:20.632
11,5,Ralf Schumacher,Toyota,1:20.714
1,6,Fernando Alonso,McLaren Mercedes,1:19.674
10,7,Robert Kubica,Sauber BMW,1:20.876
12,8,Jarno Trulli,Toyota,1:21.206
15,9,Mark Webber,Red Bull Renault,1:21.256
14,10,David Coulthard,Red Bull Renault,1:20.718
4,11,Heikki Kovalainen,Renault,1:20.779
17,12,Alexander Wurz,Williams Toyota,1:20.865
3,13,Giancarlo Fisichella,Renault,1:21.079
5,14,Felipe Massa,Ferrari,1:21.021
23,15,Anthony Davidson,Super Aguri Honda,1:21.127
18,16,Vitantonio Liuzzi,STR Ferrari,1:21.993
7,17,Jenson Button,Honda,1:21.737
8,18,Rubens Barrichello,Honda,1:21.877
22,19,Takuma Sato,Super Aguri Honda,1:22.143
19,20,Sebastian Vettel,STR Ferrari,1:22.177
20,21,Adrian Sutil,Spyker Ferrari,1:22.737
21,22,Sakon Yamamoto,Spyker Ferrari,1:23.774
