,Position,Driver,Car,Laps,Time,Points
2,1,Lewis Hamilton,McLaren Mercedes,70,1:35:52.991,10
6,2,Kimi Räikkönen,Ferrari,70,+0.715s,8
9,3,Nick Heidfeld,Sauber BMW,70,+43.129s,6
1,4,Fernando Alonso,McLaren Mercedes,70,+44.858s,5
10,5,Robert Kubica,Sauber BMW,70,+47.616s,4
11,6,Ralf Schumacher,Toyota,70,+50.669s,3
16,7,Nico Rosberg,Williams Toyota,70,+59.139s,2
4,8,Heikki Kovalainen,Renault,70,+68.104s,1
15,9,Mark Webber,Red Bull Renault,70,+76.331s,0
12,10,Jarno Trulli,Toyota,69,+1 lap,0
14,11,David Coulthard,Red Bull Renault,69,+1 lap,0
3,12,Giancarlo Fisichella,Renault,69,+1 lap,0
5,13,Felipe Massa,Ferrari,69,+1 lap,0
17,14,Alexander Wurz,Williams Toyota,69,+1 lap,0
22,15,Takuma Sato,Super Aguri Honda,69,+1 lap,0
19,16,Sebastian Vettel,STR Ferrari,69,+1 lap,0
20,17,Adrian Sutil,Spyker Ferrari,68,+2 laps,0
8,18,Rubens Barrichello,Honda,68,+2 laps,0
18,NC,Vitantonio Liuzzi,STR Ferrari,42,DNF,0
23,NC,Anthony Davidson,Super Aguri Honda,41,DNF,0
7,NC,Jenson Button,Honda,35,DNF,0
21,NC,Sakon Yamamoto,Spyker Ferrari,4,DNF,0
