,Position,Driver,Car,Time
18,1,Stirling Moss,Vanwall,2:00.200
4,2,Jean Behra,Maserati,2:00.400
20,3,Tony Brooks,Vanwall,2:00.400
2,4,Juan Manuel Fangio,Maserati,2:00.600
10,5,Mike Hawthorn,Lanica Ferrari,2:01.200
22,6,Stuart  Lewis-Evans ,Vanwall,2:01.200
6,7,Harry Schell,Maserati,2:01.400
12,8,Peter Collins,Lanica Ferrari,2:01.800
16,9,Maurice  Trintignant,Lanica Ferrari,2:03.200
14,10,Luigi Musso,Lanica Ferrari,2:03.400
8,11,Carlos Menditeguy,Maserati,2:05.400
26,12,Les  Leston ,BRM,2:05.600
34,13,Jack Brabham,Cooper Climax,2:07.000
36,15,Roy Salvadori,Cooper Climax,2:07.400
24,16,Jack  Fairman,BRM,2:08.600
28,17,Jo Bonnier,Maserati,2:12.600
38,18,Bob  Gerard,Cooper Bristol,2:12.600
32,19,Ivor  Bueb ,Maserati,2:15.400
