,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:15.632
2,2,David Coulthard,McLaren Mercedes,1:15.734
4,3,Rubens Barrichello,Ferrari,1:16.047
1,4,Mika Hakkinen,McLaren Mercedes,1:16.050
9,5,Ralf Schumacher,Williams BMW,1:16.291
7,6,Eddie Irvine,Jaguar Cosworth,1:16.399
22,7,Jacques Villeneuve,BAR Honda,1:16.653
5,8,Heinz-Harald Frentzen,Jordan Mugen Honda,1:16.658
6,9,Jarno Trulli,Jordan Mugen Honda,1:16.669
10,10,Jenson Button,Williams BMW,1:16.905
8,11,Johnny Herbert,Jaguar Cosworth,1:17.176
17,12,Mika Salo,Sauber Petronas,1:17.223
18,13,Pedro de la Rosa,Arrows Supertec,1:17.279
11,14,Giancarlo Fisichella,Benetton Playlife,1:17.317
16,15,Pedro Diniz,Sauber Petronas,1:17.361
15,16,Nick Heidfeld,Prost Peugeot,1:17.374
12,17,Alexander Wurz,Benetton Playlife,1:17.408
14,18,Jean Alesi,Prost Peugeot,1:17.569
23,19,Ricardo Zonta,BAR Honda,1:17.668
19,20,Jos Verstappen,Arrows Supertec,1:17.933
20,21,Marc Gene,Minardi Fondmetal,1:18.130
21,22,Gaston Mazzacane,Minardi Fondmetal,1:18.302
