,Position,Driver,Car,Time / Gap,Laps
2,1,David Coulthard,McLaren Mercedes,1:15.965,27
1,2,Mika Hakkinen,McLaren Mercedes,+0.179s,24
4,3,Rubens Barrichello,Ferrari,+0.714s,25
9,4,Ralf Schumacher,Williams BMW,+0.862s,16
6,5,Jarno Trulli,Jordan Mugen Honda,+0.991s,30
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.018s,23
7,7,Eddie Irvine,Jaguar Cosworth,+1.028s,29
3,8,Michael Schumacher,Ferrari,+1.095s,21
10,9,Jenson Button,Williams BMW,+1.139s,27
8,10,Johnny Herbert,Jaguar Cosworth,+1.170s,28
11,11,Giancarlo Fisichella,Benetton Playlife,+1.407s,25
18,12,Pedro de la Rosa,Arrows Supertec,+1.481s,26
17,13,Mika Salo,Sauber Petronas,+1.535s,32
22,14,Jacques Villeneuve,BAR Honda,+1.615s,30
12,15,Alexander Wurz,Benetton Playlife,+1.695s,28
19,16,Jos Verstappen,Arrows Supertec,+1.779s,26
23,17,Ricardo Zonta,BAR Honda,+1.905s,31
15,18,Nick Heidfeld,Prost Peugeot,+1.944s,22
16,19,Pedro Diniz,Sauber Petronas,+2.081s,31
14,20,Jean Alesi,Prost Peugeot,+2.246s,26
21,21,Gaston Mazzacane,Minardi Fondmetal,+2.794s,28
20,22,Marc Gene,Minardi Fondmetal,+2.813s,31
