,Position,Driver,Car,Laps,Time,Points
2,1,David Coulthard,McLaren Mercedes,72,1:38:05.538,10
1,2,Mika Hakkinen,McLaren Mercedes,72,+14.748s,6
4,3,Rubens Barrichello,Ferrari,72,+32.409s,4
22,4,Jacques Villeneuve,BAR Honda,72,+61.322s,3
9,5,Ralf Schumacher,Williams BMW,72,+63.981s,2
6,6,Jarno Trulli,Jordan Mugen Honda,72,+75.604s,1
5,7,Heinz-Harald Frentzen,Jordan Mugen Honda,71,+1 lap,0
10,8,Jenson Button,Williams BMW,71,+1 lap,0
11,9,Giancarlo Fisichella,Benetton Playlife,71,+1 lap,0
17,10,Mika Salo,Sauber Petronas,71,+1 lap,0
16,11,Pedro Diniz,Sauber Petronas,71,+1 lap,0
15,12,Nick Heidfeld,Prost Peugeot,71,+1 lap,0
7,13,Eddie Irvine,Jaguar Cosworth,70,+2 laps,0
14,14,Jean Alesi,Prost Peugeot,70,+2 laps,0
20,15,Marc Gene,Minardi Fondmetal,70,+2 laps,0
3,NC,Michael Schumacher,Ferrari,58,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,45,DNF,0
12,NC,Alexander Wurz,Benetton Playlife,34,DNF,0
21,NC,Gaston Mazzacane,Minardi Fondmetal,31,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,25,DNF,0
8,NC,Johnny Herbert,Jaguar Cosworth,20,DNF,0
23,NC,Ricardo Zonta,BAR Honda,16,DNF,0
