,Position,Driver,Car,Lap,Time,Avg Speed
2,1,David Coulthard,McLaren Mercedes,28,1:19.479,192.548
3,2,Michael Schumacher,Ferrari,4,1:19.656,192.121
7,3,Eddie Irvine,Jaguar Cosworth,61,1:19.708,191.995
1,4,Mika Hakkinen,McLaren Mercedes,29,1:19.746,191.904
4,5,Rubens Barrichello,Ferrari,27,1:20.225,190.758
22,6,Jacques Villeneuve,BAR Honda,3,1:20.857,189.267
9,7,Ralf Schumacher,Williams BMW,3,1:20.908,189.148
11,8,Giancarlo Fisichella,Benetton Playlife,45,1:20.958,189.031
6,9,Jarno Trulli,Jordan Mugen Honda,26,1:21.071,188.767
15,10,Nick Heidfeld,Prost Peugeot,62,1:21.115,188.665
10,11,Jenson Button,Williams BMW,14,1:21.151,188.581
5,12,Heinz-Harald Frentzen,Jordan Mugen Honda,4,1:21.255,188.340
18,13,Pedro de la Rosa,Arrows Supertec,42,1:21.506,187.760
17,14,Mika Salo,Sauber Petronas,26,1:21.725,187.257
16,15,Pedro Diniz,Sauber Petronas,30,1:21.753,187.193
8,16,Johnny Herbert,Jaguar Cosworth,4,1:21.901,186.854
14,17,Jean Alesi,Prost Peugeot,2,1:22.293,185.964
20,18,Marc Gene,Minardi Fondmetal,23,1:22.420,185.678
12,19,Alexander Wurz,Benetton Playlife,27,1:22.481,185.540
19,20,Jos Verstappen,Arrows Supertec,25,1:22.498,185.502
23,21,Ricardo Zonta,BAR Honda,5,1:22.563,185.356
21,22,Gaston Mazzacane,Minardi Fondmetal,25,1:22.639,185.186
