,Position,Driver,Car,Lap,Time,Avg Speed
14,1,Kamui Kobayashi,Sauber Ferrari,40,1:39.960,196.314
17,2,Jean-Eric Vergne,STR Ferrari,48,1:40.019,196.198
3,3,Jenson Button,McLaren Mercedes,56,1:40.422,195.411
18,4,Pastor Maldonado,Williams Renault,36,1:40.482,195.294
2,5,Mark Webber,Red Bull Racing Renault,52,1:40.490,195.279
4,6,Lewis Hamilton,McLaren Mercedes,40,1:40.530,195.201
1,7,Sebastian Vettel,Red Bull Racing Renault,33,1:40.601,195.063
8,8,Nico Rosberg,Mercedes,40,1:40.967,194.356
12,9,Nico Hulkenberg,Force India Mercedes,48,1:40.977,194.337
15,10,Sergio Perez,Sauber Ferrari,37,1:41.071,194.156
10,11,Romain Grosjean,Lotus Renault,35,1:41.120,194.062
5,12,Fernando Alonso,Ferrari,41,1:41.152,194.001
20,13,Heikki Kovalainen,Caterham Renault,53,1:41.190,193.928
6,14,Felipe Massa,Ferrari,48,1:41.240,193.832
16,15,Daniel Ricciardo,STR Ferrari,40,1:41.251,193.811
19,16,Bruno Senna,Williams Renault,37,1:41.293,193.731
11,17,Paul di Resta,Force India Mercedes,40,1:41.498,193.339
9,18,Kimi Räikkönen,Lotus Renault,43,1:41.794,192.777
21,19,Vitaly Petrov,Caterham Renault,38,1:42.385,191.664
25,20,Charles Pic,Marussia Cosworth,39,1:42.621,191.224
24,21,Timo Glock,Marussia Cosworth,41,1:42.748,190.987
22,22,Pedro de la Rosa,HRT Cosworth,54,1:43.610,189.398
23,23,Narain Karthikeyan,HRT Cosworth,40,1:43.935,188.806
7,24,Michael Schumacher,Mercedes,9,1:44.109,188.490
