,Position,Driver,Car,Laps,Time,Points
8,1,Nico Rosberg,Mercedes,56,1:36:26.929,25
3,2,Jenson Button,McLaren Mercedes,56,+20.626s,18
4,3,Lewis Hamilton,McLaren Mercedes,56,+26.012s,15
2,4,Mark Webber,Red Bull Racing Renault,56,+27.924s,12
1,5,Sebastian Vettel,Red Bull Racing Renault,56,+30.483s,10
10,6,Romain Grosjean,Lotus Renault,56,+31.491s,8
19,7,Bruno Senna,Williams Renault,56,+34.597s,6
18,8,Pastor Maldonado,Williams Renault,56,+35.643s,4
5,9,Fernando Alonso,Ferrari,56,+37.256s,2
14,10,Kamui Kobayashi,Sauber Ferrari,56,+38.720s,1
15,11,Sergio Perez,Sauber Ferrari,56,+41.066s,0
11,12,Paul di Resta,Force India Mercedes,56,+42.273s,0
6,13,Felipe Massa,Ferrari,56,+42.779s,0
9,14,Kimi Räikkönen,Lotus Renault,56,+50.573s,0
12,15,Nico Hulkenberg,Force India Mercedes,56,+51.213s,0
17,16,Jean-Eric Vergne,STR Ferrari,56,+51.756s,0
16,17,Daniel Ricciardo,STR Ferrari,56,+63.156s,0
21,18,Vitaly Petrov,Caterham Renault,55,+1 lap,0
24,19,Timo Glock,Marussia Cosworth,55,+1 lap,0
25,20,Charles Pic,Marussia Cosworth,55,+1 lap,0
22,21,Pedro de la Rosa,HRT Cosworth,55,+1 lap,0
23,22,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
20,23,Heikki Kovalainen,Caterham Renault,53,+3 laps,0
7,NC,Michael Schumacher,Mercedes,12,DNF,0
