,Position,Driver,Car,Time
8,1,Nico Rosberg,Mercedes,1:35.121
7,2,Michael Schumacher,Mercedes,1:35.691
14,3,Kamui Kobayashi,Sauber Ferrari,1:35.784
9,4,Kimi Räikkönen,Lotus Renault,1:35.898
3,5,Jenson Button,McLaren Mercedes,1:36.191
2,6,Mark Webber,Red Bull Racing Renault,1:36.290
4,7,Lewis Hamilton,McLaren Mercedes,1:35.626
15,8,Sergio Perez,Sauber Ferrari,1:36.524
5,9,Fernando Alonso,Ferrari,1:36.622
10,10,Romain Grosjean,Lotus Renault,
1,11,Sebastian Vettel,Red Bull Racing Renault,1:36.031
6,12,Felipe Massa,Ferrari,1:36.255
18,13,Pastor Maldonado,Williams Renault,1:36.283
19,14,Bruno Senna,Williams Renault,1:36.289
11,15,Paul di Resta,Force India Mercedes,1:36.317
12,16,Nico Hulkenberg,Force India Mercedes,1:36.745
16,17,Daniel Ricciardo,STR Ferrari,1:36.956
20,18,Heikki Kovalainen,Caterham Renault,1:38.463
21,19,Vitaly Petrov,Caterham Renault,1:38.677
24,20,Timo Glock,Marussia Cosworth,1:39.282
25,21,Charles Pic,Marussia Cosworth,1:39.717
22,22,Pedro de la Rosa,HRT Cosworth,1:40.411
23,23,Narain Karthikeyan,HRT Cosworth,1:41.000
