,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Ferrari,1:40.193,8
1,2,Fernando Alonso,Renault,+0.172s,7
12,3,Jenson Button,Honda,+0.397s,12
20,4,Vitantonio Liuzzi,STR Cosworth,+0.602s,9
21,5,Scott Speed,STR Cosworth,+0.957s,11
9,6,Mark Webber,Williams Cosworth,+1.094s,10
19,7,Christijan Albers,MF1 Toyota,+1.270s,11
2,8,Giancarlo Fisichella,Renault,+1.498s,6
4,9,Pedro de la Rosa,McLaren Mercedes,+1.630s,7
14,10,David Coulthard,RBR Ferrari,+1.643s,18
10,11,Nico Rosberg,Williams Cosworth,+2.395s,11
18,12,Tiago Monteiro,MF1 Toyota,+2.419s,14
16,13,Nick Heidfeld,Sauber BMW,+3.023s,5
11,14,Rubens Barrichello,Honda,+3.255s,9
6,15,Felipe Massa,Ferrari,+3.307s,10
22,16,Takuma Sato,Super Aguri Honda,+3.529s,12
8,17,Jarno Trulli,Toyota,+3.834s,14
15,18,Robert Doornbos,RBR Ferrari,+5.241s,12
7,19,Ralf Schumacher,Toyota,+5.830s,12
23,20,Sakon Yamamoto,Super Aguri Honda,+6.657s,10
17,21,Robert Kubica,Sauber BMW,,1
3,22,Kimi Räikkönen,McLaren Mercedes,,2
