,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando Alonso,Renault,1:44.128,1:43.951,1:44.360,21
2,2,Giancarlo Fisichella,Renault,1:44.378,1:44.336,1:44.992,19
11,3,Rubens Barrichello,Honda,1:47.072,1:45.288,1:45.503,26
12,4,Jenson Button,Honda,1:45.809,1:44.662,1:45.503,27
3,5,Kimi Räikkönen,McLaren Mercedes,1:44.909,1:45.622,1:45.754,22
5,6,Michael Schumacher,Ferrari,1:47.366,1:45.660,1:45.775,24
4,7,Pedro de la Rosa,McLaren Mercedes,1:44.808,1:45.095,1:45.877,23
16,8,Nick Heidfeld,Sauber BMW,1:46.249,1:45.055,1:46.053,27
17,9,Robert Kubica,Sauber BMW,1:46.049,1:45.576,1:46.632,26
15,10,Robert Doornbos,RBR Ferrari,1:46.387,1:45.747,1:48.021,24
21,11,Scott Speed,STR Cosworth,1:46.222,1:45.851,,15
14,12,David Coulthard,RBR Ferrari,1:45.931,1:45.968,,15
6,13,Felipe Massa,Ferrari,1:47.231,1:45.970,,15
20,14,Vitantonio Liuzzi,STR Cosworth,1:45.564,1:46.172,,15
9,15,Mark Webber,Williams Cosworth,1:48.560,1:46.413,,18
10,16,Nico Rosberg,Williams Cosworth,1:47.535,1:47.419,,18
7,17,Ralf Schumacher,Toyota,1:48.894,,,9
8,18,Jarno Trulli,Toyota,1:49.098,,,9
18,19,Tiago Monteiro,MF1 Toyota,1:49.903,,,6
22,20,Takuma Sato,Super Aguri Honda,1:50.326,,,6
23,21,Sakon Yamamoto,Super Aguri Honda,1:55.560,,,7
