,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Fernando Alonso,Renault,49,1:37.586,201.090
5,2,Michael Schumacher,Ferrari,50,1:38.553,199.117
4,3,Pedro de la Rosa,McLaren Mercedes,45,1:39.149,197.920
16,4,Nick Heidfeld,Sauber BMW,53,1:39.164,197.890
12,5,Jenson Button,Honda,51,1:39.206,197.806
2,6,Giancarlo Fisichella,Renault,53,1:39.332,197.555
6,7,Felipe Massa,Ferrari,42,1:39.397,197.426
21,8,Scott Speed,STR Cosworth,49,1:39.681,196.863
11,9,Rubens Barrichello,Honda,52,1:39.749,196.729
15,10,Robert Doornbos,RBR Ferrari,52,1:39.801,196.627
7,11,Ralf Schumacher,Toyota,47,1:39.823,196.583
9,12,Mark Webber,Williams Cosworth,44,1:39.907,196.418
17,13,Robert Kubica,Sauber BMW,51,1:40.193,195.857
10,14,Nico Rosberg,Williams Cosworth,52,1:40.471,195.316
14,15,David Coulthard,RBR Ferrari,52,1:40.549,195.164
22,16,Takuma Sato,Super Aguri Honda,48,1:40.856,194.570
19,17,Christijan Albers,MF1 Toyota,50,1:41.483,193.368
20,18,Vitantonio Liuzzi,STR Cosworth,53,1:41.710,192.936
23,19,Sakon Yamamoto,Super Aguri Honda,42,1:41.847,192.677
3,20,Kimi Räikkönen,McLaren Mercedes,14,1:44.094,188.518
8,21,Jarno Trulli,Toyota,24,1:44.787,187.271
18,22,Tiago Monteiro,MF1 Toyota,35,1:45.356,186.259
