,Position,Driver,Car,Time
1,1,Fernando Alonso,Renault,1:44.360
2,2,Giancarlo Fisichella,Renault,1:44.992
11,3,Rubens Barrichello,Honda,1:45.503
12,4,Jenson Button,Honda,1:45.503
3,5,Kimi Räikkönen,McLaren Mercedes,1:45.754
5,6,Michael Schumacher,Ferrari,1:45.775
4,7,Pedro de la Rosa,McLaren Mercedes,1:45.877
16,8,Nick Heidfeld,Sauber BMW,1:46.053
17,9,Robert Kubica,Sauber BMW,1:46.632
15,10,Robert Doornbos,RBR Ferrari,1:48.021
21,11,Scott Speed,STR Cosworth,1:45.851
14,12,David Coulthard,RBR Ferrari,1:45.968
20,13,Vitantonio Liuzzi,STR Cosworth,1:46.172
9,14,Mark Webber,Williams Cosworth,1:46.413
10,15,Nico Rosberg,Williams Cosworth,1:47.419
7,16,Ralf Schumacher,Toyota,1:48.894
8,17,Jarno Trulli,Toyota,1:49.098
18,18,Tiago Monteiro,MF1 Toyota,1:49.903
23,19,Sakon Yamamoto,Super Aguri Honda,1:55.560
6,20,Felipe Massa,Ferrari,1:45.970
22,21,Takuma Sato,Super Aguri Honda,1:50.326
19,22,Christijan Albers,MF1 Toyota,
