,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,71,1:31:09.090,25
44,2,Lewis Hamilton,Mercedes,71,+7.756s,18
5,3,Sebastian Vettel,Ferrari,71,+14.244s,15
7,4,Kimi Räikkönen,Ferrari,71,+47.543s,12
77,5,Valtteri Bottas,Williams Mercedes,70,+1 lap,10
27,6,Nico Hulkenberg,Force India Mercedes,70,+1 lap,8
26,7,Daniil Kvyat,Red Bull Racing Renault,70,+1 lap,6
19,EX,Felipe Massa,Williams Mercedes,70,+1 lap,0
8,8,Romain Grosjean,Lotus Mercedes,70,+1 lap,4
33,9,Max Verstappen,STR Renault,70,+1 lap,2
13,10,Pastor Maldonado,Lotus Mercedes,70,+1 lap,1
3,11,Daniel Ricciardo,Red Bull Racing Renault,70,+1 lap,0
11,12,Sergio Perez,Force India Mercedes,70,+1 lap,0
12,13,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
22,14,Jenson Button,McLaren Honda,70,+1 lap,0
14,15,Fernando Alonso,McLaren Honda,70,+1 lap,0
9,16,Marcus Ericsson,Sauber Ferrari,69,+2 laps,0
28,17,Will Stevens,Marussia Ferrari,67,+4 laps,0
53,18,Alexander Rossi,Marussia Ferrari,67,+4 laps,0
55,NC,Carlos Sainz,STR Renault,0,DNF,0
