,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:11.746,1:12.213,1:11.282,12
44,2,Lewis Hamilton,Mercedes,1:11.682,1:11.665,1:11.360,12
5,3,Sebastian Vettel,Ferrari,1:12.240,1:11.928,1:11.804,16
77,4,Valtteri Bottas,Williams Mercedes,1:12.934,1:12.374,1:12.085,18
7,5,Kimi Räikkönen,Ferrari,1:12.185,1:12.243,1:12.144,16
27,6,Nico Hulkenberg,Force India Mercedes,1:12.595,1:12.485,1:12.265,18
26,7,Daniil Kvyat,Red Bull Racing Renault,1:12.730,1:12.527,1:12.322,20
19,8,Felipe Massa,Williams Mercedes,1:12.980,1:12.858,1:12.415,21
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:12.639,1:12.825,1:12.417,17
33,10,Max Verstappen,STR Renault,1:12.824,1:12.712,1:12.739,15
12,11,Felipe Nasr,Sauber Ferrari,1:13.111,1:12.989,,14
55,12,Carlos Sainz,STR Renault,1:13.267,1:13.045,,15
11,13,Sergio Perez,Force India Mercedes,1:13.140,1:13.147,,13
9,14,Marcus Ericsson,Sauber Ferrari,1:13.346,1:13.233,,14
8,15,Romain Grosjean,Lotus Mercedes,1:13.056,1:13.913,,11
13,16,Pastor Maldonado,Lotus Mercedes,1:13.385,,,5
22,17,Jenson Button,McLaren Honda,1:13.425,,,6
53,18,Alexander Rossi,Marussia Ferrari,1:16.151,,,6
28,19,Will Stevens,Marussia Ferrari,1:16.283,,,6
14,NC,Fernando Alonso,McLaren Honda,DNF,,,2
