,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Eddie Irvine,Ferrari,62,1:20.382,197.999
3,2,Michael Schumacher,Ferrari,28,1:20.709,197.197
2,3,David Coulthard,McLaren Mercedes,35,1:20.961,196.583
1,4,Mika Hakkinen,McLaren Mercedes,28,1:21.047,196.374
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,65,1:21.284,195.802
9,6,Giancarlo Fisichella,Benetton Playlife,65,1:21.345,195.655
12,7,Pedro Diniz,Sauber Petronas,63,1:21.864,194.415
6,8,Ralf Schumacher,Williams Supertec,28,1:22.002,194.087
17,9,Johnny Herbert,Stewart Ford,64,1:22.078,193.908
18,10,Olivier Panis,Prost Peugeot,57,1:22.100,193.856
22,11,Jacques Villeneuve,BAR Supertec,29,1:22.283,193.425
15,12,Toranosuke Takagi,Arrows,26,1:22.792,192.235
21,13,Marc Gene,Minardi Ford,60,1:22.888,192.013
14,14,Pedro de la Rosa,Arrows,19,1:23.280,191.109
20,15,Luca Badoer,Minardi Ford,32,1:23.394,190.848
5,16,Alessandro Zanardi,Williams Supertec,27,1:23.442,190.738
16,17,Rubens Barrichello,Stewart Ford,11,1:23.785,189.957
7,18,Damon Hill,Jordan Mugen Honda,12,1:23.953,189.577
23,19,Ricardo Zonta,BAR Supertec,2,2:03.038,129.355
