,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:19.281,33
2,2,David Coulthard,McLaren Mercedes,+0.262s,32
1,3,Mika Hakkinen,McLaren Mercedes,+0.287s,27
4,4,Eddie Irvine,Ferrari,+0.350s,29
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.659s,36
9,6,Giancarlo Fisichella,Benetton Playlife,+0.881s,33
16,7,Rubens Barrichello,Stewart Ford,+0.980s,28
6,8,Ralf Schumacher,Williams Supertec,+0.994s,35
19,9,Jarno Trulli,Prost Peugeot,+1.115s,37
11,10,Jean Alesi,Sauber Petronas,+1.204s,25
5,11,Alessandro Zanardi,Williams Supertec,+1.473s,35
7,12,Damon Hill,Jordan Mugen Honda,+1.504s,40
17,13,Johnny Herbert,Stewart Ford,+1.580s,30
10,14,Alexander Wurz,Benetton Playlife,+1.638s,32
22,15,Jacques Villeneuve,BAR Supertec,+1.643s,33
18,16,Olivier Panis,Prost Peugeot,+1.654s,28
12,17,Pedro Diniz,Sauber Petronas,+1.741s,34
23,18,Ricardo Zonta,BAR Supertec,+1.954s,22
15,19,Toranosuke Takagi,Arrows,+2.529s,29
14,20,Pedro de la Rosa,Arrows,+2.758s,31
21,21,Marc Gene,Minardi Ford,+2.924s,24
20,22,Luca Badoer,Minardi Ford,+3.449s,30
