,Position,Driver,Car,Time
4,1,Jim Clark,Lotus Ford,1:21.600
5,2,Graham Hill,Lotus Ford,1:22.600
16,3,Jackie Stewart,Matra Ford,1:22.700
3,4,Jochen Rindt,Brabham Climax,1:23.000
2,5,Jack Brabham,Brabham Climax,1:23.200
7,6,John Surtees,Honda,1:23.500
10,7,Andrea de Adamich ,Ferrari,1:23.600
8,8,Chris Amon,Ferrari,1:23.800
1,9,Denny Hulme,McLaren Ford,1:24.000
11,10,Pedro Rodriguez,BRM,1:24.900
9,11,Jacky Ickx,Ferrari,1:24.900
6,12,Dan Gurney,McLaren Ford,1:25.600
12,13,Mike Spence,BRM,1:25.900
22,14,Dave Charlton,Brabham Repco,1:26.200
15,15,Ludovico Scarfiotti,Cooper BRM,1:26.300
19,16,Jo Siffert,Cooper Maserati,1:26.400
17,17,John Love,Brabham Repco,1:27.000
21,18,Jean-Pierre Beltoise,Matra Ford,1:27.200
20,19,Jo Bonnier,Honda,1:27.300
25,20,Basil van Rooyen ,Cooper Climax,1:27.800
14,21,Brian   Redman,Cooper BRM,1:28.000
18,22,Sam Tingle,Brabham Repco,1:28.600
23,23,Jackie Pretorius,Brabham Climax,1:29.000
