,Position,Driver,Car,Laps,Time,Points
12,1,Jenson Button,Honda,70,1:52:20.941,10
4,2,Pedro de la Rosa,McLaren Mercedes,70,+30.837s,8
16,3,Nick Heidfeld,Sauber BMW,70,+43.822s,6
11,4,Rubens Barrichello,Honda,70,+45.205s,5
14,5,David Coulthard,RBR Ferrari,69,+1 lap,4
7,6,Ralf Schumacher,Toyota,69,+1 lap,3
6,7,Felipe Massa,Ferrari,69,+1 lap,2
5,8,Michael Schumacher,Ferrari,67,DNF,1
18,9,Tiago Monteiro,MF1 Toyota,67,+3 laps,0
19,10,Christijan Albers,MF1 Toyota,67,+3 laps,0
21,11,Scott Speed,STR Cosworth,66,+4 laps,0
8,12,Jarno Trulli,Toyota,65,DNF,0
22,13,Takuma Sato,Super Aguri Honda,65,+5 laps,0
1,NC,Fernando Alonso,Renault,51,DNF,0
3,NC,Kimi Räikkönen,McLaren Mercedes,25,DNF,0
20,NC,Vitantonio Liuzzi,STR Cosworth,25,DNF,0
10,NC,Nico Rosberg,Williams Cosworth,19,DNF,0
2,NC,Giancarlo Fisichella,Renault,18,DNF,0
15,NC,Christian Klien,RBR Ferrari,6,DNF,0
9,NC,Mark Webber,Williams Cosworth,1,DNF,0
23,NC,Sakon Yamamoto,Super Aguri Honda,0,DNF,0
