,Position,Driver,Car,Time
3,1,Kimi Räikkönen,McLaren Mercedes,1:19.599
6,2,Felipe Massa,Ferrari,1:19.886
11,3,Rubens Barrichello,Honda,1:20.085
4,4,Pedro de la Rosa,McLaren Mercedes,1:20.117
9,5,Mark Webber,Williams Cosworth,1:20.266
7,6,Ralf Schumacher,Toyota,1:20.759
2,7,Giancarlo Fisichella,Renault,1:20.924
8,8,Jarno Trulli,Toyota,1:21.132
17,9,Robert Kubica,Sauber BMW,1:22.049
16,10,Nick Heidfeld,Sauber BMW,1:20.623
5,11,Michael Schumacher,Ferrari,1:20.875
14,12,David Coulthard,RBR Ferrari,1:20.890
15,13,Christian Klien,RBR Ferrari,1:21.207
12,14,Jenson Button,Honda,1:20.092
1,15,Fernando Alonso,Renault,1:21.364
18,16,Tiago Monteiro,MF1 Toyota,1:23.767
20,17,Vitantonio Liuzzi,STR Cosworth,1:22.068
10,18,Nico Rosberg,Williams Cosworth,1:22.084
22,19,Takuma Sato,Super Aguri Honda,1:22.967
21,20,Scott Speed,STR Cosworth,1:23.006
23,21,Sakon Yamamoto,Super Aguri Honda,1:24.016
19,22,Christijan Albers,MF1 Toyota,1:23.146
