,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Ferrari,1:20.795,11
6,2,Felipe Massa,Ferrari,+0.677s,11
17,3,Robert Kubica,Sauber BMW,+1.011s,18
11,4,Rubens Barrichello,Honda,+1.038s,18
1,5,Fernando Alonso,Renault,+1.324s,25
2,6,Giancarlo Fisichella,Renault,+1.545s,13
15,7,Christian Klien,RBR Ferrari,+1.567s,15
4,8,Pedro de la Rosa,McLaren Mercedes,+1.629s,14
20,9,Vitantonio Liuzzi,STR Cosworth,+1.765s,13
3,10,Kimi Räikkönen,McLaren Mercedes,+1.804s,8
14,11,David Coulthard,RBR Ferrari,+1.848s,14
9,12,Mark Webber,Williams Cosworth,+2.044s,17
18,13,Tiago Monteiro,MF1 Toyota,+3.024s,12
21,14,Scott Speed,STR Cosworth,+3.063s,16
7,15,Ralf Schumacher,Toyota,+3.168s,13
10,16,Nico Rosberg,Williams Cosworth,+3.586s,15
12,17,Jenson Button,Honda,+3.936s,4
22,18,Takuma Sato,Super Aguri Honda,+4.052s,15
8,19,Jarno Trulli,Toyota,+4.578s,16
16,20,Nick Heidfeld,Sauber BMW,+4.802s,14
19,21,Christijan Albers,MF1 Toyota,+5.252s,12
23,22,Sakon Yamamoto,Super Aguri Honda,+5.465s,19
