,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Felipe Massa,Ferrari,65,1:23.516,188.845
4,2,Pedro de la Rosa,McLaren Mercedes,67,1:24.315,187.055
11,3,Rubens Barrichello,Honda,69,1:24.678,186.253
12,4,Jenson Button,Honda,57,1:25.143,185.236
7,5,Ralf Schumacher,Toyota,65,1:25.247,185.010
8,6,Jarno Trulli,Toyota,58,1:25.779,183.863
16,7,Nick Heidfeld,Sauber BMW,65,1:25.801,183.816
19,8,Christijan Albers,MF1 Toyota,67,1:26.117,183.141
21,9,Scott Speed,STR Cosworth,66,1:26.249,182.861
14,10,David Coulthard,RBR Ferrari,65,1:27.572,180.098
5,11,Michael Schumacher,Ferrari,57,1:27.834,179.561
17,12,Robert Kubica,Sauber BMW,55,1:28.154,178.909
18,13,Tiago Monteiro,MF1 Toyota,66,1:28.178,178.860
1,14,Fernando Alonso,Renault,50,1:29.408,176.400
22,15,Takuma Sato,Super Aguri Honda,53,1:30.957,173.396
3,16,Kimi Räikkönen,McLaren Mercedes,7,1:33.690,168.338
2,17,Giancarlo Fisichella,Renault,9,1:35.550,165.061
15,18,Christian Klien,RBR Ferrari,6,1:38.702,159.790
20,19,Vitantonio Liuzzi,STR Cosworth,8,1:38.858,159.537
10,20,Nico Rosberg,Williams Cosworth,9,1:38.964,159.367
