,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:30.739,1:29.243,1:29.287,14
6,2,Nico Rosberg,Mercedes,1:30.724,1:29.970,1:29.606,14
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:31.305,1:30.697,1:30.313,12
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:31.684,1:31.319,1:30.618,12
7,5,Kimi Räikkönen,Ferrari,1:31.326,1:31.385,1:30.881,15
5,6,Sebastian Vettel,Ferrari,1:31.606,1:30.711,1:31.490,17
77,7,Valtteri Bottas,Williams Mercedes,1:31.913,1:31.478,1:31.557,12
55,8,Carlos Sainz,Toro Rosso Ferrari,1:32.115,1:31.708,1:31.989,15
27,9,Nico Hulkenberg,Force India Mercedes,1:32.349,1:31.770,1:32.172,18
14,10,Fernando Alonso,McLaren Honda,1:32.281,1:31.740,1:32.343,15
11,11,Sergio Perez,Force India Mercedes,1:32.336,1:31.875,,12
19,12,Felipe Massa,Williams Mercedes,1:32.146,1:32.002,,10
8,13,Romain Grosjean,Haas Ferrari,1:32.283,1:32.050,,14
21,14,Esteban Gutierrez ,Haas Ferrari,1:32.237,1:32.241,,14
26,15,Daniil Kvyat,Toro Rosso Ferrari,1:32.553,1:32.306,,12
20,16,Kevin Magnussen,Renault,1:32.729,1:37.060,,12
22,17,Jenson Button,McLaren Honda,1:32.788,,,3
30,18,Jolyon Palmer,Renault,1:32.905,,,9
88,19,Rio Haryanto,MRT Mercedes,1:33.098,,,9
94,20,Pascal Wehrlein,MRT Mercedes,1:33.151,,,9
12,21,Felipe Nasr,Sauber Ferrari,1:33.544,,,8
