,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,52,1:34:55.831,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,52,+8.250s,18
6,3,Nico Rosberg,Mercedes,52,+16.911s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,+26.211s,12
7,5,Kimi Räikkönen,Ferrari,52,+69.743s,10
11,6,Sergio Perez,Force India Mercedes,52,+76.941s,8
27,7,Nico Hulkenberg,Force India Mercedes,52,+77.712s,6
55,8,Carlos Sainz,Toro Rosso Ferrari,52,+85.858s,4
5,9,Sebastian Vettel,Ferrari,52,+91.654s,2
26,10,Daniil Kvyat,Toro Rosso Ferrari,52,+92.600s,1
19,11,Felipe Massa,Williams Mercedes,51,+1 lap,0
22,12,Jenson Button,McLaren Honda,51,+1 lap,0
14,13,Fernando Alonso,McLaren Honda,51,+1 lap,0
77,14,Valtteri Bottas,Williams Mercedes,51,+1 lap,0
12,15,Felipe Nasr,Sauber Ferrari,51,+1 lap,0
21,16,Esteban Gutierrez ,Haas Ferrari,51,+1 lap,0
20,17,Kevin Magnussen,Renault,49,DNF,0
30,NC,Jolyon Palmer,Renault,37,DNF,0
88,NC,Rio Haryanto,MRT Mercedes,24,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,17,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,11,DNF,0
94,NC,Pascal Wehrlein,MRT Mercedes,6,DNF,0
