,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,44,1:35.548,221.957,14:22:04
14,2,Fernando Alonso,McLaren Honda,43,1:35.669,221.676,14:22:18
44,3,Lewis Hamilton,Mercedes,45,1:35.771,221.440,14:23:34
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,1:36.013,220.882,14:35:22
19,5,Felipe Massa,Williams Mercedes,40,1:36.141,220.588,14:17:08
33,6,Max Verstappen,Red Bull Racing TAG Heuer,41,1:36.407,219.979,14:17:19
5,7,Sebastian Vettel,Ferrari,44,1:36.933,218.786,14:23:20
7,8,Kimi Räikkönen,Ferrari,39,1:36.994,218.648,14:14:49
77,9,Valtteri Bottas,Williams Mercedes,45,1:37.383,217.775,14:25:38
55,10,Carlos Sainz,Toro Rosso Ferrari,43,1:37.401,217.734,14:21:34
27,11,Nico Hulkenberg,Force India Mercedes,51,1:37.618,217.250,14:34:35
20,12,Kevin Magnussen,Renault,43,1:37.619,217.248,14:23:01
26,13,Daniil Kvyat,Toro Rosso Ferrari,35,1:37.667,217.141,14:08:42
21,14,Esteban Gutierrez ,Haas Ferrari,44,1:37.713,217.039,14:24:23
11,15,Sergio Perez,Force India Mercedes,35,1:37.900,216.625,14:08:11
22,16,Jenson Button,McLaren Honda,36,1:37.907,216.609,14:10:22
12,17,Felipe Nasr,Sauber Ferrari,43,1:38.710,214.847,14:22:26
30,18,Jolyon Palmer,Renault,36,1:39.755,212.596,14:12:51
88,19,Rio Haryanto,MRT Mercedes,23,1:41.380,209.189,13:49:57
8,20,Romain Grosjean,Haas Ferrari,14,1:55.507,183.604,13:32:54
9,21,Marcus Ericsson,Sauber Ferrari,9,2:00.286,176.309,13:23:20
94,22,Pascal Wehrlein,MRT Mercedes,4,2:48.804,125.634,13:12:00
