,Position,Driver,Car,Laps,Time,Points
1,1,Alain Prost,McLaren TAG,43,1:27:03.217,9
2,2,Stefan Johansson,McLaren TAG,43,+24.764s,6
8,3,Andrea de Cesaris,Brabham BMW,42,DNF,4
18,4,Eddie  Cheever,Arrows Megatron,42,+1 lap,3
11,5,Satoru Nakajima,Lotus Honda,42,+1 lap,2
25,6,Rene Arnoux,Ligier Megatron,41,+2 laps,1
26,7,Piercarlo Ghinzani,Ligier Megatron,40,DNF,0
30,8,Philippe Alliot,Lola Ford,40,+3 laps,0
4,9,Philippe Streiff,Tyrrell Ford,39,+4 laps,0
14,10,Pascal Fabre,AGS Ford,38,DNF,0
19,NC,Teo Fabi,Benetton Ford,34,DNF,0
9,NC,Martin Brundle,Zakspeed,19,DNF,0
20,NC,Thierry Boutsen,Benetton Ford,18,DNF,0
5,NC,Nigel Mansell,Williams Honda,17,DNF,0
16,NC,Ivan Capelli,March Ford,14,DNF,0
6,NC,Nelson Piquet,Williams Honda,11,DNF,0
21,NC,Alex Caffi,Osella Alfa Romeo,11,DNF,0
27,NC,Michele Alboreto,Ferrari,9,DNF,0
10,NC,Christian Danner,Zakspeed,9,DNF,0
17,NC,Derek Warwick,Arrows Megatron,8,DNF,0
7,NC,Riccardo Patrese,Brabham BMW,5,DNF,0
28,NC,Gerhard Berger,Ferrari,2,DNF,0
24,NC,Alessandro Nannini,Minardi Motori Moderni,1,DNF,0
23,NC,Adrian Campos,Minardi Motori Moderni,,DNS,0
3,NC,Jonathan  Palmer,Tyrrell Ford,,DNS,0
12,NC,Ayrton Senna,Lotus Honda,,DNS,0
