,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:48.655,28
11,2,Jarno Trulli,Jordan Honda,+0.749s,34
2,3,Rubens Barrichello,Ferrari,+0.801s,35
7,4,Giancarlo Fisichella,Benetton Renault,+1.537s,30
3,5,Mika Hakkinen,McLaren Mercedes,+1.584s,29
17,6,Kimi Räikkönen,Sauber Petronas,+1.840s,34
5,7,Ralf Schumacher,Williams BMW,+2.146s,23
18,8,Eddie Irvine,Jaguar Cosworth,+2.900s,34
12,9,Jean Alesi,Jordan Honda,+2.976s,30
8,10,Jenson Button,Benetton Renault,+3.018s,21
9,11,Olivier Panis,BAR Honda,+3.416s,24
22,12,Heinz-Harald Frentzen,Prost Acer,+3.418s,33
19,13,Pedro de la Rosa,Jaguar Cosworth,+3.464s,31
16,14,Nick Heidfeld,Sauber Petronas,+3.781s,31
10,15,Jacques Villeneuve,BAR Honda,+4.149s,20
6,16,Juan Pablo Montoya,Williams BMW,+4.174s,24
14,17,Jos Verstappen,Arrows Asiatech,+4.300s,34
21,18,Fernando Alonso,Minardi European,+6.366s,26
20,19,Tarso Marques,Minardi European,+6.444s,30
15,20,Enrique Bernoldi,Arrows Asiatech,+6.836s,30
23,21,Luciano Burti,Prost Acer,+22.382s,13
4,22,David Coulthard,McLaren Mercedes,+649.258s,3
