,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,36,1:08:05.002,10
4,2,David Coulthard,McLaren Mercedes,36,+10.098s,6
7,3,Giancarlo Fisichella,Benetton Renault,36,+27.742s,4
3,4,Mika Hakkinen,McLaren Mercedes,36,+36.087s,3
2,5,Rubens Barrichello,Ferrari,36,+54.521s,2
12,6,Jean Alesi,Jordan Honda,36,+59.684s,1
5,7,Ralf Schumacher,Williams BMW,36,+59.986s,0
10,8,Jacques Villeneuve,BAR Honda,36,+64.970s,0
22,9,Heinz-Harald Frentzen,Prost Acer,35,+1 lap,0
14,10,Jos Verstappen,Arrows Asiatech,35,+1 lap,0
9,11,Olivier Panis,BAR Honda,35,+1 lap,0
15,12,Enrique Bernoldi,Arrows Asiatech,35,+1 lap,0
20,13,Tarso Marques,Minardi European,32,+4 laps,0
11,NC,Jarno Trulli,Jordan Honda,31,DNF,0
8,NC,Jenson Button,Benetton Renault,17,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,1,DNF,0
19,NC,Pedro de la Rosa,Jaguar Cosworth,1,DNF,0
