,Position,Driver,Car,Time
2,1,Alberto Ascari,Ferrari,1:51.100
12,2,Juan Manuel Fangio,Maserati,1:52.700
6,3,Nino Farina,Ferrari,1:53.000
4,4,Luigi  Villoresi,Ferrari,1:53.700
14,5,Jose Froilan Gonzalez,Maserati,1:54.100
8,6,Mike Hawthorn,Ferrari,1:54.900
18,7,Toulo de Graffenried,Maserati,1:58.700
10,8,Louis  Rosier,Ferrari,1:59.500
34,9,Stirling Moss,Connaught Lea Francis,2:00.000
20,10,Harry Schell,Gordini,2:00.100
26,11,Roy Salvadori,Connaught Lea Francis,2:00.500
24,12,Maurice  Trintignant,Gordini,2:01.200
16,13,Felice  Bonetto,Maserati,2:01.500
28,14,Kenneth McAlpine,Connaught Lea Francis,2:01.900
38,15,Lance Macklin,HWM Alta,2:02.400
36,16,Peter Collins,HWM Alta,2:03.100
30,17,Johnny Claes,Connaught Lea Francis,2:03.900
32,18,Ken  Wharton,Cooper Bristol,2:06.400
22,19,Roberto Mieres,Gordini,2:08.500
