,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,2:03.029,2:03.317,1:48.298,22
3,2,Lewis Hamilton,McLaren Mercedes,2:03.008,2:02.823,1:48.730,21
2,3,Mark Webber,Red Bull Racing Renault,2:02.827,2:03.302,1:49.376,23
6,4,Felipe Massa,Ferrari,2:05.834,2:04.507,1:50.256,21
8,5,Nico Rosberg,Mercedes,2:05.091,2:03.723,1:50.552,23
19,6,Jaime Alguersuari,STR Ferrari,2:05.419,2:04.561,1:50.773,24
9,7,Bruno Senna,Renault,2:05.047,2:04.452,1:51.121,24
5,8,Fernando Alonso,Ferrari,2:04.450,2:02.768,1:51.251,22
17,9,Sergio Perez,Sauber Ferrari,2:06.284,2:04.625,1:51.374,24
10,10,Vitaly Petrov,Renault,2:05.292,2:03.466,1:52.303,23
18,11,Sebastien Buemi,STR Ferrari,2:04.744,2:04.692,,18
16,12,Kamui Kobayashi,Sauber Ferrari,2:07.194,2:04.757,,18
4,13,Jenson Button,McLaren Mercedes,2:01.813,2:05.150,,15
11,14,Rubens Barrichello,Williams Cosworth,2:05.720,2:07.349,,17
14,15,Adrian Sutil,Force India Mercedes,2:06.000,2:07.777,,12
12,16,Pastor Maldonado,Williams Cosworth,2:05.621,2:08.106,,17
20,17,Heikki Kovalainen,Lotus Renault,2:06.780,2:08.354,,15
15,18,Paul di Resta,Force India Mercedes,2:07.758,,,8
21,19,Jarno Trulli,Lotus Renault,2:08.773,,,8
24,20,Timo Glock,Virgin Cosworth,2:09.566,,,9
25,NC,Jerome d'Ambrosio,Virgin Cosworth,2:11.601,,,9
23,NC,Vitantonio Liuzzi,HRT Cosworth,2:11.616,,,9
22,NC,Daniel Ricciardo,HRT Cosworth,2:13.077,,,9
7,NC,Michael Schumacher,Mercedes,DNS,,,1
