,Position,Driver,Car,Laps,Time,Points
5,1,Felipe Massa,Ferrari,65,1:31:36.230,10
2,2,Lewis Hamilton,McLaren Mercedes,65,+6.790s,8
1,3,Fernando Alonso,McLaren Mercedes,65,+17.456s,6
10,4,Robert Kubica,Sauber BMW,65,+31.615s,5
14,5,David Coulthard,Red Bull Renault,65,+58.331s,4
16,6,Nico Rosberg,Williams Toyota,65,+59.538s,3
4,7,Heikki Kovalainen,Renault,65,+62.128s,2
22,8,Takuma Sato,Super Aguri Honda,64,+1 lap,1
3,9,Giancarlo Fisichella,Renault,64,+1 lap,0
8,10,Rubens Barrichello,Honda,64,+1 lap,0
23,11,Anthony Davidson,Super Aguri Honda,64,+1 lap,0
7,12,Jenson Button,Honda,64,+1 lap,0
20,13,Adrian Sutil,Spyker Ferrari,63,+2 laps,0
21,14,Christijan Albers,Spyker Ferrari,63,+2 laps,0
9,NC,Nick Heidfeld,Sauber BMW,46,DNF,0
11,NC,Ralf Schumacher,Toyota,44,DNF,0
18,NC,Vitantonio Liuzzi,STR Ferrari,19,DNF,0
19,NC,Scott Speed,STR Ferrari,9,DNF,0
6,NC,Kimi Räikkönen,Ferrari,9,DNF,0
12,NC,Jarno Trulli,Toyota,8,DNF,0
15,NC,Mark Webber,Red Bull Renault,7,DNF,0
17,NC,Alexander Wurz,Williams Toyota,1,DNF,0
