,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Felipe Massa,Ferrari,14,1:22.680,202.685
2,2,Lewis Hamilton,McLaren Mercedes,20,1:22.876,202.205
1,3,Fernando Alonso,McLaren Mercedes,17,1:22.966,201.986
4,4,Heikki Kovalainen,Renault,32,1:22.980,201.952
10,5,Robert Kubica,Sauber BMW,20,1:23.129,201.590
6,6,Kimi Räikkönen,Ferrari,7,1:23.475,200.754
9,7,Nick Heidfeld,Sauber BMW,22,1:23.483,200.735
14,8,David Coulthard,Red Bull Renault,18,1:23.524,200.636
3,9,Giancarlo Fisichella,Renault,57,1:23.560,200.550
16,10,Nico Rosberg,Williams Toyota,60,1:23.693,200.231
11,11,Ralf Schumacher,Toyota,37,1:24.003,199.492
22,12,Takuma Sato,Super Aguri Honda,23,1:24.110,199.239
7,13,Jenson Button,Honda,64,1:24.186,199.059
8,14,Rubens Barrichello,Honda,16,1:24.287,198.820
23,15,Anthony Davidson,Super Aguri Honda,59,1:24.291,198.811
20,16,Adrian Sutil,Spyker Ferrari,57,1:25.191,196.710
18,17,Vitantonio Liuzzi,STR Ferrari,18,1:25.207,196.673
21,18,Christijan Albers,Spyker Ferrari,61,1:25.260,196.551
12,19,Jarno Trulli,Toyota,6,1:26.094,194.647
19,20,Scott Speed,STR Ferrari,6,1:26.238,194.322
15,21,Mark Webber,Red Bull Renault,4,1:26.323,194.131
