,Position,Driver,Car,Laps,Time,Points
26,1,Jacques Laffite,Ligier Ford,53,1:36:03.210,9
2,2,Carlos Reutemann,Lotus Ford,53,+14.940s,6
7,3,John Watson,McLaren Ford,53,+88.810s,4
25,4,Patrick Depailler,Ligier Ford,53,+101.720s,3
1,5,Mario Andretti,Lotus Ford,52,+1 lap,2
14,6,Emerson Fittipaldi,Fittipaldi Ford,52,+1 lap,1
18,7,Elio de Angelis,Shadow Ford,52,+1 lap,0
30,8,Jochen Mass,Arrows Ford,51,+2 laps,0
27,9,Alan  Jones,Williams Ford,51,+2 laps,0
28,10,Clay Regazzoni,Williams Ford,51,+2 laps,0
22,11,Derek Daly,Ensign Ford,51,+2 laps,0
12,12,Gilles Villeneuve,Ferrari,48,DNF,0
31,NC,Hector Rebaque,Lotus Ford,46,DNF,0
17,NC,Jan Lammers,Shadow Ford,42,DNF,0
20,NC,James Hunt,Wolf Ford,41,DNF,0
4,NC,Jean-Pierre Jarier,Tyrrell Ford,15,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,15,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,8,DNF,0
16,NC,Rene Arnoux,Renault,6,DNF,0
11,NC,Jody Scheckter,Ferrari,0,DNF,0
3,NC,Didier Pironi,Tyrrell Ford,0,DNF,0
8,NC,Patrick Tambay,McLaren Ford,0,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,0,DNF,0
24,NC,Arturo Merzario,Merzario Ford,0,DNF,0
