,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:24.002,1:22.914,1:22.275,15
3,2,Lewis Hamilton,McLaren Mercedes,1:23.976,1:23.172,1:22.725,16
4,3,Jenson Button,McLaren Mercedes,1:24.013,1:23.031,1:22.777,17
5,4,Fernando Alonso,Ferrari,1:24.134,1:23.342,1:22.841,18
2,5,Mark Webber,Red Bull Racing Renault,1:24.148,1:23.387,1:22.972,14
6,6,Felipe Massa,Ferrari,1:24.523,1:23.681,1:23.188,17
10,7,Vitaly Petrov,Renault,1:24.486,1:23.741,1:23.530,19
7,8,Michael Schumacher,Mercedes,1:25.108,1:23.671,1:23.777,13
8,9,Nico Rosberg,Mercedes,1:24.550,1:23.335,1:24.477,17
9,10,Bruno Senna,Renault,1:24.914,1:24.157,,20
15,11,Paul di Resta,Force India Mercedes,1:24.574,1:24.163,,15
14,12,Adrian Sutil,Force India Mercedes,1:24.595,1:24.209,,18
11,13,Rubens Barrichello,Williams Cosworth,1:24.975,1:24.648,,19
12,14,Pastor Maldonado,Williams Cosworth,1:24.798,1:24.726,,16
17,15,Sergio Perez,Sauber Ferrari,1:25.113,1:24.845,,17
18,16,Sebastien Buemi,STR Ferrari,1:25.164,1:24.932,,18
16,17,Kamui Kobayashi,Sauber Ferrari,1:24.879,1:25.065,,16
19,18,Jaime Alguersuari,STR Ferrari,1:25.334,,,11
21,19,Jarno Trulli,Lotus Renault,1:26.647,,,12
20,20,Heikki Kovalainen,Lotus Renault,1:27.184,,,13
24,21,Timo Glock,Virgin Cosworth,1:27.591,,,9
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:27.609,,,11
22,23,Daniel Ricciardo,HRT Cosworth,1:28.054,,,12
23,24,Vitantonio Liuzzi,HRT Cosworth,1:28.231,,,11
