,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:22.275
3,2,Lewis Hamilton,McLaren Mercedes,1:22.725
4,3,Jenson Button,McLaren Mercedes,1:22.777
5,4,Fernando Alonso,Ferrari,1:22.841
2,5,Mark Webber,Red Bull Racing Renault,1:22.972
6,6,Felipe Massa,Ferrari,1:23.188
10,7,Vitaly Petrov,Renault,1:23.530
7,8,Michael Schumacher,Mercedes,1:23.777
8,9,Nico Rosberg,Mercedes,1:24.477
9,10,Bruno Senna,Renault,
15,11,Paul di Resta,Force India Mercedes,1:24.163
14,12,Adrian Sutil,Force India Mercedes,1:24.209
11,13,Rubens Barrichello,Williams Cosworth,1:24.648
12,14,Pastor Maldonado,Williams Cosworth,1:24.726
17,15,Sergio Perez,Sauber Ferrari,1:24.845
18,16,Sebastien Buemi,STR Ferrari,1:24.932
16,17,Kamui Kobayashi,Sauber Ferrari,1:25.065
19,18,Jaime Alguersuari,STR Ferrari,1:25.334
21,19,Jarno Trulli,Lotus Renault,1:26.647
20,20,Heikki Kovalainen,Lotus Renault,1:27.184
24,21,Timo Glock,Virgin Cosworth,1:27.591
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:27.609
22,23,Daniel Ricciardo,HRT Cosworth,1:28.054
23,24,Vitantonio Liuzzi,HRT Cosworth,1:28.231
