,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:44.385
1,2,Michael Schumacher,Benetton Renault,1:44.465
6,3,David Coulthard,Williams Renault,1:44.540
28,4,Gerhard Berger,Ferrari,1:45.553
14,5,Rubens Barrichello,Jordan Peugeot,1:45.765
15,6,Eddie Irvine,Jordan Peugeot,1:45.846
8,7,Mika Hakkinen,McLaren Mercedes,1:45.849
7,8,Mark Blundell,McLaren Mercedes,1:46.221
2,9,Johnny Herbert,Benetton Renault,1:46.315
27,10,Jean Alesi,Ferrari,1:46.356
30,11,Heinz-Harald Frentzen,Sauber Ford,1:46.801
26,12,Olivier Panis,Ligier Mugen Honda,1:47.372
4,13,Mika Salo,Tyrrell Yamaha,1:47.507
29,14,Jean-Christophe Boullion,Sauber Ford,1:47.636
9,15,Massimiliano Papis,Footwork Hart,1:48.093
24,16,Luca Badoer,Minardi Ford,1:49.302
3,17,Ukyo Katayama,Tyrrell Yamaha,1:49.402
25,18,Aguri Suzuki,Ligier Mugen Honda,1:49.716
10,19,Taki Inoue,Footwork Hart,1:49.892
23,20,Pierluigi Martini,Minardi Ford,1:49.990
21,21,Pedro Diniz,Forti Ford,1:52.961
22,22,Roberto Moreno,Forti Ford,1:53.405
17,23,Andrea Montermini,Pacific Ilmor,1:53.492
16,24,Giovanni Lavaggi,Pacific Ilmor,1:54.625
