,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:24.399,25
7,2,Mika Hakkinen,McLaren Mercedes,+0.268s,28
4,3,Gerhard Berger,Benetton Renault,+0.430s,26
2,4,Eddie Irvine,Ferrari,+0.589s,30
6,5,Jacques Villeneuve,Williams Renault,+0.656s,30
3,6,Jean Alesi,Benetton Renault,+0.936s,18
5,7,Damon Hill,Williams Renault,+1.221s,30
15,8,Heinz-Harald Frentzen,Sauber Ford,+1.574s,28
10,9,Pedro Diniz,Ligier Mugen Honda,+1.951s,30
14,10,Johnny Herbert,Sauber Ford,+2.307s,28
12,11,Martin Brundle,Jordan Peugeot,+2.352s,30
8,12,David Coulthard,McLaren Mercedes,+2.569s,14
11,13,Rubens Barrichello,Jordan Peugeot,+2.699s,14
9,14,Olivier Panis,Ligier Mugen Honda,+2.778s,24
17,15,Jos Verstappen,Footwork Hart,+3.268s,30
19,16,Mika Salo,Tyrrell Yamaha,+3.724s,30
18,17,Ukyo Katayama,Tyrrell Yamaha,+4.142s,30
16,18,Ricardo Rosset,Footwork Hart,+4.162s,29
20,19,Pedro Lamy,Minardi Ford,+4.365s,29
21,20,Giovanni Lavaggi,Minardi Ford,+4.826s,30
