,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:24.204
6,2,Jacques Villeneuve,Williams Renault,1:24.521
1,3,Michael Schumacher,Ferrari,1:24.781
7,4,Mika Hakkinen,McLaren Mercedes,1:24.939
8,5,David Coulthard,McLaren Mercedes,1:24.976
3,6,Jean Alesi,Benetton Renault,1:25.201
2,7,Eddie Irvine,Ferrari,1:25.226
4,8,Gerhard Berger,Benetton Renault,1:25.470
12,9,Martin Brundle,Jordan Peugeot,1:26.037
11,10,Rubens Barrichello,Jordan Peugeot,1:26.194
9,11,Olivier Panis,Ligier Mugen Honda,1:26.206
14,12,Johnny Herbert,Sauber Ford,1:26.345
15,13,Heinz-Harald Frentzen,Sauber Ford,1:26.505
10,14,Pedro Diniz,Ligier Mugen Honda,1:26.726
17,15,Jos Verstappen,Footwork Hart,1:27.270
18,16,Ukyo Katayama,Tyrrell Yamaha,1:28.234
19,17,Mika Salo,Tyrrell Yamaha,1:28.472
20,18,Pedro Lamy,Minardi Ford,1:28.933
16,19,Ricardo Rosset,Footwork Hart,1:29.181
21,20,Giovanni Lavaggi,Minardi Ford,1:29.833
