,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,53,1:17:43.632,10
3,2,Jean Alesi,Benetton Renault,53,+18.265s,6
7,3,Mika Hakkinen,McLaren Mercedes,53,+66.635s,4
12,4,Martin Brundle,Jordan Peugeot,53,+85.217s,3
11,5,Rubens Barrichello,Jordan Peugeot,53,+85.475s,2
10,6,Pedro Diniz,Ligier Mugen Honda,52,+1 lap,1
6,7,Jacques Villeneuve,Williams Renault,52,+1 lap,0
17,8,Jos Verstappen,Footwork Hart,52,+1 lap,0
14,9,Johnny Herbert,Sauber Ford,51,DNF,0
18,10,Ukyo Katayama,Tyrrell Yamaha,51,+2 laps,0
16,NC,Ricardo Rosset,Footwork Hart,36,DNF,0
2,NC,Eddie Irvine,Ferrari,23,DNF,0
20,NC,Pedro Lamy,Minardi Ford,12,DNF,0
19,NC,Mika Salo,Tyrrell Yamaha,9,DNF,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,7,DNF,0
5,NC,Damon Hill,Williams Renault,5,DNF,0
21,NC,Giovanni Lavaggi,Minardi Ford,5,DNF,0
4,NC,Gerhard Berger,Benetton Renault,4,DNF,0
9,NC,Olivier Panis,Ligier Mugen Honda,2,DNF,0
8,NC,David Coulthard,McLaren Mercedes,1,DNF,0
