,Position,Driver,Car,Laps,Time,Points
5,1,Bruce McLaren,McLaren Ford,28,1:40:02.100,9
11,2,Pedro Rodriguez,BRM,28,+12.100s,6
23,3,Jacky Ickx,Ferrari,28,+39.600s,4
7,4,Jackie Stewart,Matra Ford,27,+1 lap,3
2,5,Jackie Oliver,Lotus Ford,26,DNF,2
15,6,Lucien Bianchi,Cooper BRM,26,+2 laps,1
3,7,Jo Siffert,Lotus Ford,25,DNF,0
10,8,Jean-Pierre Beltoise,Matra,25,+3 laps,0
14,NC,Piers   Courage,BRM,22,DNF,0
6,NC,Denny Hulme,McLaren Ford,18,DNF,0
20,NC,John Surtees,Honda,11,DNF,0
22,NC,Chris Amon,Ferrari,8,DNF,0
12,NC,Richard Attwood,BRM,6,DNF,0
18,NC,Jack Brabham,Brabham Repco,6,DNF,0
16,NC,Brian   Redman,Cooper BRM,6,DNF,0
19,NC,Jochen Rindt,Brabham Repco,5,DNF,0
1,NC,Graham Hill,Lotus Ford,5,DNF,0
17,NC,Jo Bonnier,Mclaren BRM,1,DNF,0
