,Position,Driver,Car,Time / Gap,Laps
3,1,David Coulthard,McLaren Mercedes,1:14.025,37
4,2,Kimi Räikkönen,McLaren Mercedes,+0.072s,39
1,3,Michael Schumacher,Ferrari,+0.215s,50
2,4,Rubens Barrichello,Ferrari,+0.725s,40
5,5,Ralf Schumacher,Williams BMW,+0.945s,37
16,6,Eddie Irvine,Jaguar Cosworth,+0.958s,39
24,7,Mika Salo,Toyota,+1.136s,28
17,8,Pedro de la Rosa,Jaguar Cosworth,+1.154s,46
15,9,Jenson Button,Renault,+1.193s,42
6,10,Juan Pablo Montoya,Williams BMW,+1.246s,36
25,11,Allan McNish,Toyota,+1.386s,44
9,12,Giancarlo Fisichella,Jordan Honda,+1.397s,38
8,13,Felipe Massa,Sauber Petronas,+2.005s,50
12,14,Olivier Panis,BAR Honda,+2.138s,43
10,15,Takuma Sato,Jordan Honda,+2.142s,47
7,16,Nick Heidfeld,Sauber Petronas,+2.184s,45
11,17,Jacques Villeneuve,BAR Honda,+2.432s,35
23,18,Mark Webber,Minardi Asiatech,+2.471s,38
14,19,Jarno Trulli,Renault,+2.738s,18
22,20,Alex Yoong,Minardi Asiatech,+4.990s,43
