,Position,Driver,Car,Time
6,1,Juan Pablo Montoya,Williams BMW,1:11.985
1,2,Michael Schumacher,Ferrari,1:12.008
2,3,Rubens Barrichello,Ferrari,1:12.197
4,4,Kimi Räikkönen,McLaren Mercedes,1:12.244
5,5,Ralf Schumacher,Williams BMW,1:12.424
3,6,David Coulthard,McLaren Mercedes,1:12.498
15,7,Jenson Button,Renault,1:12.761
14,8,Jarno Trulli,Renault,1:13.030
16,9,Eddie Irvine,Jaguar Cosworth,1:13.188
7,10,Nick Heidfeld,Sauber Petronas,1:13.370
12,11,Olivier Panis,BAR Honda,1:13.457
8,12,Felipe Massa,Sauber Petronas,1:13.501
11,13,Jacques Villeneuve,BAR Honda,1:13.506
10,14,Takuma Sato,Jordan Honda,1:13.542
17,15,Pedro de la Rosa,Jaguar Cosworth,1:13.656
24,16,Mika Salo,Toyota,1:13.837
25,17,Allan McNish,Toyota,1:13.949
23,18,Mark Webber,Minardi Asiatech,1:14.800
22,19,Alex Yoong,Minardi Asiatech,1:16.798
