,Position,Driver,Car,Time,Laps
6,1,Juan Pablo Montoya,Williams BMW,1:11.985,12
1,2,Michael Schumacher,Ferrari,1:12.008,12
2,3,Rubens Barrichello,Ferrari,1:12.197,12
4,4,Kimi Räikkönen,McLaren Mercedes,1:12.244,12
5,5,Ralf Schumacher,Williams BMW,1:12.424,12
3,6,David Coulthard,McLaren Mercedes,1:12.498,12
15,7,Jenson Button,Renault,1:12.761,12
14,8,Jarno Trulli,Renault,1:13.030,12
16,9,Eddie Irvine,Jaguar Cosworth,1:13.188,12
7,10,Nick Heidfeld,Sauber Petronas,1:13.370,12
12,11,Olivier Panis,BAR Honda,1:13.457,12
8,12,Felipe Massa,Sauber Petronas,1:13.501,12
11,13,Jacques Villeneuve,BAR Honda,1:13.506,12
10,14,Takuma Sato,Jordan Honda,1:13.542,12
17,15,Pedro de la Rosa,Jaguar Cosworth,1:13.656,8
24,16,Mika Salo,Toyota,1:13.837,12
25,17,Allan McNish,Toyota,1:13.949,12
23,18,Mark Webber,Minardi Asiatech,1:14.800,6
22,19,Alex Yoong,Minardi Asiatech,1:16.798,9
20,NC,Heinz-Harald Frentzen,Arrows Cosworth,1:18.497,3
21,NC,Enrique Bernoldi,Arrows Cosworth,1:19.843,3
