,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:16.576,1:15.486,1:15.707,18
1,2,Fernando Alonso,McLaren Mercedes,1:16.562,1:15.522,1:16.163,18
9,3,Nick Heidfeld,Sauber BMW,1:17.006,1:15.960,1:16.266,23
6,4,Kimi Räikkönen,Ferrari,1:16.468,1:16.592,1:16.411,21
5,5,Felipe Massa,Ferrari,1:16.756,1:16.138,1:16.570,19
15,6,Mark Webber,Red Bull Renault,1:17.315,1:16.257,1:16.913,23
16,7,Nico Rosberg,Williams Toyota,1:17.016,1:16.190,1:16.919,24
10,8,Robert Kubica,Sauber BMW,1:17.267,1:16.368,1:16.993,26
3,9,Giancarlo Fisichella,Renault,1:16.805,1:16.288,1:17.229,24
12,10,Jarno Trulli,Toyota,1:17.324,1:16.600,1:17.747,26
22,11,Takuma Sato,Super Aguri Honda,1:17.490,1:16.743,,12
18,12,Vitantonio Liuzzi,STR Ferrari,1:17.541,1:16.760,,13
8,13,Rubens Barrichello,Honda,1:17.011,1:17.116,,12
14,14,David Coulthard,Red Bull Renault,1:17.436,1:17.304,,15
7,15,Jenson Button,Honda,1:17.522,1:17.541,,12
19,16,Scott Speed,STR Ferrari,1:17.433,1:17.571,,13
23,17,Anthony Davidson,Super Aguri Honda,1:17.542,,,4
11,18,Ralf Schumacher,Toyota,1:17.634,,,8
4,19,Heikki Kovalainen,Renault,1:17.806,,,6
17,20,Alexander Wurz,Williams Toyota,1:18.089,,,5
20,21,Adrian Sutil,Spyker Ferrari,1:18.536,,,7
21,22,Christijan Albers,Spyker Ferrari,1:19.196,,,7
