,Position,Driver,Car,Time
20,1,Jim Clark,Lotus Climax,1:53.600
24,2,John Surtees,Lola Climax,1:54.200
32,3,Innes Ireland,Lotus BRM,1:54.400
16,4,Bruce McLaren,Cooper Climax,1:54.600
12,5,Graham Hill,BRM,1:54.600
8,6,Dan Gurney,Porsche,1:54.800
10,7,Jo Bonnier,Porsche,1:55.200
14,8,Richie Ginther,BRM,1:55.200
30,9,Jack Brabham,Lotus Climax,1:55.400
22,10,Trevor  Taylor ,Lotus Climax,1:56.000
26,11,Roy Salvadori,Lola Climax,1:56.200
2,12,Phil Hill,Ferrari,1:56.200
18,13,Tony Maggs,Cooper Climax,1:57.000
34,14,Masten Gregory,Lotus BRM,1:57.200
42,15,Jackie  Lewis ,Cooper Climax,1:59.400
36,16,Ian Burgess ,Cooper Climax,2:00.600
54,17,Carel Godin de Beaufort ,Porsche,2:01.400
48,18,Tony   Shelly,Lotus Climax,2:02.400
40,19,Tony  Settember ,Lotus Climax,2:02.400
46,20,Jay  Chamberlain ,Lotus Climax,2:03.400
44,21,Wolfgang Seidel,Lotus Climax,2:11.600
