,Position,Driver,Car,Time,Laps
5,1,Damon Hill,Williams Renault,1:43.912,12
4,2,Gerhard Berger,Benetton Renault,1:44.299,11
1,3,Michael Schumacher,Ferrari,1:44.477,11
7,4,Mika Hakkinen,McLaren Mercedes,1:44.644,11
3,5,Jean Alesi,Benetton Renault,1:44.670,10
6,6,Jacques Villeneuve,Williams Renault,1:44.842,12
8,7,David Coulthard,McLaren Mercedes,1:44.951,12
2,8,Eddie Irvine,Ferrari,1:45.389,12
11,9,Rubens Barrichello,Jordan Peugeot,1:45.452,12
12,10,Martin Brundle,Jordan Peugeot,1:45.876,12
10,11,Pedro Diniz,Ligier Mugen Honda,1:46.575,12
9,12,Olivier Panis,Ligier Mugen Honda,1:46.746,11
15,13,Heinz-Harald Frentzen,Sauber Ford,1:46.899,11
14,14,Johnny Herbert,Sauber Ford,1:47.711,11
19,15,Mika Salo,Tyrrell Yamaha,1:48.139,12
18,16,Ukyo Katayama,Tyrrell Yamaha,1:48.381,12
17,17,Jos Verstappen,Footwork Hart,1:48.512,12
20,18,Pedro Lamy,Minardi Ford,1:49.461,12
16,19,Ricardo Rosset,Footwork Hart,1:49.551,12
21,20,Giovanni Lavaggi,Minardi Ford,1:51.357,12
