,Position,Driver,Car,Time / Gap,Laps
7,1,Mika Hakkinen,McLaren Mercedes,1:44.134,17
1,2,Michael Schumacher,Ferrari,+0.067s,20
5,3,Damon Hill,Williams Renault,+0.379s,26
3,4,Jean Alesi,Benetton Renault,+0.404s,16
2,5,Eddie Irvine,Ferrari,+0.782s,24
4,6,Gerhard Berger,Benetton Renault,+0.783s,28
11,7,Rubens Barrichello,Jordan Peugeot,+1.149s,19
12,8,Martin Brundle,Jordan Peugeot,+1.483s,24
6,9,Jacques Villeneuve,Williams Renault,+1.825s,9
9,10,Olivier Panis,Ligier Mugen Honda,+2.388s,20
8,11,David Coulthard,McLaren Mercedes,+2.399s,24
15,12,Heinz-Harald Frentzen,Sauber Ford,+3.262s,25
19,13,Mika Salo,Tyrrell Yamaha,+3.375s,16
10,14,Pedro Diniz,Ligier Mugen Honda,+3.636s,25
14,15,Johnny Herbert,Sauber Ford,+3.814s,20
18,16,Ukyo Katayama,Tyrrell Yamaha,+3.825s,20
20,17,Pedro Lamy,Minardi Ford,+5.164s,23
16,18,Ricardo Rosset,Footwork Hart,+5.799s,20
17,19,Jos Verstappen,Footwork Hart,+6.767s,5
21,20,Giovanni Lavaggi,Minardi Ford,+8.634s,16
