,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,45,1:21:43.417,10
3,2,Jean Alesi,Benetton Renault,45,+11.452s,6
6,3,Jacques Villeneuve,Williams Renault,45,+33.926s,4
1,4,Michael Schumacher,Ferrari,45,+41.517s,3
8,5,David Coulthard,McLaren Mercedes,45,+42.196s,2
11,6,Rubens Barrichello,Jordan Peugeot,45,+102.099s,1
9,7,Olivier Panis,Ligier Mugen Honda,45,+103.912s,0
15,8,Heinz-Harald Frentzen,Sauber Ford,44,+1 lap,0
19,9,Mika Salo,Tyrrell Yamaha,44,+1 lap,0
12,10,Martin Brundle,Jordan Peugeot,44,+1 lap,0
16,11,Ricardo Rosset,Footwork Hart,44,+1 lap,0
20,12,Pedro Lamy,Minardi Ford,43,+2 laps,0
4,13,Gerhard Berger,Benetton Renault,42,DNF,0
2,NC,Eddie Irvine,Ferrari,34,DNF,0
14,NC,Johnny Herbert,Sauber Ford,25,DNF,0
10,NC,Pedro Diniz,Ligier Mugen Honda,19,DNF,0
18,NC,Ukyo Katayama,Tyrrell Yamaha,19,DNF,0
7,NC,Mika Hakkinen,McLaren Mercedes,13,DNF,0
17,NC,Jos Verstappen,Footwork Hart,0,DNF,0
