,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:43.912
4,2,Gerhard Berger,Benetton Renault,1:44.299
1,3,Michael Schumacher,Ferrari,1:44.477
7,4,Mika Hakkinen,McLaren Mercedes,1:44.644
3,5,Jean Alesi,Benetton Renault,1:44.670
6,6,Jacques Villeneuve,Williams Renault,1:44.842
8,7,David Coulthard,McLaren Mercedes,1:44.951
2,8,Eddie Irvine,Ferrari,1:45.389
11,9,Rubens Barrichello,Jordan Peugeot,1:45.452
12,10,Martin Brundle,Jordan Peugeot,1:45.876
10,11,Pedro Diniz,Ligier Mugen Honda,1:46.575
9,12,Olivier Panis,Ligier Mugen Honda,1:46.746
15,13,Heinz-Harald Frentzen,Sauber Ford,1:46.899
14,14,Johnny Herbert,Sauber Ford,1:47.711
19,15,Mika Salo,Tyrrell Yamaha,1:48.139
18,16,Ukyo Katayama,Tyrrell Yamaha,1:48.381
17,17,Jos Verstappen,Footwork Hart,1:48.512
20,18,Pedro Lamy,Minardi Ford,1:49.461
16,19,Ricardo Rosset,Footwork Hart,1:49.551
