,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:38.748
0,2,Damon Hill,Williams Renault,1:38.905
5,3,Michael Schumacher,Benetton Ford,1:39.580
8,4,Ayrton Senna,McLaren Ford,1:39.616
26,5,Mark Blundell,Ligier Renault,1:40.135
25,6,Martin Brundle,Ligier Renault,1:40.855
6,7,Riccardo Patrese,Benetton Ford,1:41.101
10,8,Aguri Suzuki,Footwork Mugen Honda,1:41.138
28,9,Gerhard Berger,Ferrari,1:41.242
27,10,Jean Alesi,Ferrari,1:41.304
9,11,Derek Warwick,Footwork Mugen Honda,1:41.449
7,12,Michael Andretti,McLaren Ford,1:41.531
12,13,Johnny Herbert,Lotus Ford,1:41.564
29,14,Karl Wendlinger,Sauber,1:41.642
11,15,Alessandro Zanardi,Lotus Ford,1:41.858
20,16,Erik Comas,Larrousse Lamborghini,1:41.945
14,17,Rubens Barrichello,Jordan Hart,1:42.025
30,18,Jyrki Jarvilehto,Sauber,1:42.032
4,19,Andrea de Cesaris,Tyrrell Yamaha,1:42.203
23,20,Christian Fittipaldi,Minardi Ford,1:42.658
3,21,Ukyo Katayama,Tyrrell Yamaha,1:42.682
24,22,Pierluigi Martini,Minardi Ford,1:42.786
19,23,Philippe Alliot,Larrousse Lamborghini,1:42.910
15,24,Thierry Boutsen,Jordan Hart,1:43.007
22,25,Luca Badoer,Lola Ferrari,1:43.345
21,26,Michele Alboreto,Lola Ferrari,1:44.166
