,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Fernando Alonso,Renault,23,1:24.569,211.098
5,2,Michael Schumacher,Ferrari,19,1:24.624,210.961
3,3,Kimi Räikkönen,McLaren Mercedes,49,1:25.027,209.961
4,4,Juan Pablo Montoya,McLaren Mercedes,22,1:25.096,209.791
7,5,Ralf Schumacher,Toyota,45,1:25.316,209.250
12,6,Jenson Button,Honda,29,1:25.347,209.174
2,7,Giancarlo Fisichella,Renault,43,1:25.353,209.159
17,8,Jacques Villeneuve,Sauber BMW,53,1:25.438,208.951
9,9,Mark Webber,Williams Cosworth,39,1:25.488,208.829
6,10,Felipe Massa,Ferrari,12,1:25.528,208.731
20,11,Vitantonio Liuzzi,STR Cosworth,43,1:25.679,208.363
16,12,Nick Heidfeld,Sauber BMW,53,1:25.996,207.595
11,13,Rubens Barrichello,Honda,12,1:26.129,207.275
21,14,Scott Speed,STR Cosworth,57,1:26.248,206.989
10,15,Nico Rosberg,Williams Cosworth,30,1:26.418,206.581
15,16,Christian Klien,RBR Ferrari,30,1:26.759,205.770
14,17,David Coulthard,RBR Ferrari,41,1:26.855,205.542
18,18,Tiago Monteiro,MF1 Toyota,53,1:27.160,204.823
8,19,Jarno Trulli,Toyota,4,1:28.039,202.778
22,20,Takuma Sato,Super Aguri Honda,40,1:29.100,200.363
23,21,Yuji Ide,Super Aguri Honda,15,1:31.032,196.111
